Principio attivo;Confezione di riferimento;ATC;AIC;Farmaco;Confezione;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 16 febbraio 2026;Differenza;Nota;Codice gruppo equivalenza
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;41105026;VALSARTAN E IDROCLOROTIAZIDE DOC GENERICI;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";DOC GENERICI S.R.L.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;40589119;VALSARTAN E IDROCLOROTIAZIDE EG;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28CPR IN BLISTER PVC/PVDC/AL";EG S.P.A.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;41255023;VALSARTAN E IDROCLOROTIAZIDE MYLAN;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";MYLAN S.P.A.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;41967023;VALSARTAN E IDROCLOROTIAZIDE PENSA PHARMA;"""160 MG + 12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER  PVC/PE/PVDC-AL";TOWA PHARMACEUTICAL S.P.A.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;40920074;VALSARTAN E IDROCLOROTIAZIDE SANDOZ;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";SANDOZ S.P.A.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;41944024;VALSARTAN E IDROCLOROTIAZIDE TECNIGEN;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PCTFE/VLHD/AL";TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;40240044;VALSARTAN E IDROCLOROTIAZIDE TEVA;"""160/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC-AL";TEVA ITALIA S.R.L.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;42636050;VALSARTAN E IDROCLOROTIAZIDE ZENTIVA ITALIA;"""160 MG + 12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";ZENTIVA ITALIA S.R.L.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;34134116;COMBISARTAN;"""160/25 MG COMPRESSE RIVESTITE CON FILM""28 COMPRESSE";A.MENARINI INDUSTRIE FARMACEUTICHE RIUNITE S.R.L.;6,15 €;8,15 €;2,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;34774113;CORIXIL;"""160/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE RIVESTITE CON FILM";SANDOZ S.P.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;34114140;COTAREG;"""160/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE RIVESTITE CON FILM";NOVARTIS FARMA S.P.A.;6,15 €;8,92 €;2,77 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;40757193;VALBACOMP;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28CPR IN BLISTER PVC/PVDC/AL";EG S.P.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;41293198;VALIDROC;"""160/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";SO.SE.PHARM S.R.L.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;42208316;VALSARTAN E IDROCLOROTIAZIDE ALMUS;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC-AL";ALMUS S.R.L.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;42278034;VALSARTAN E IDROCLOROTIAZIDE AUROBINDO;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/ACLAR/AL";AUROBINDO PHARMA ITALIA S.R.L.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;41105038;VALSARTAN E IDROCLOROTIAZIDE DOC GENERICI;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";DOC GENERICI S.R.L.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;40589196;VALSARTAN E IDROCLOROTIAZIDE EG;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28CPR IN BLISTER PVC/PVDC/AL";EG S.P.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;41255035;VALSARTAN E IDROCLOROTIAZIDE MYLAN;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";MYLAN S.P.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;41967035;VALSARTAN E IDROCLOROTIAZIDE PENSA PHARMA;"""160 MG + 25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC-AL";TOWA PHARMACEUTICAL S.P.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;40920100;VALSARTAN E IDROCLOROTIAZIDE SANDOZ;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";SANDOZ S.P.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;41944036;VALSARTAN E IDROCLOROTIAZIDE TECNIGEN;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PCTFE/VLHD/AL";TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;40259259;VALSARTAN E IDROCLOROTIAZIDE TEVA ITALIA;"""160/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC-AL";TEVA ITALIA S.R.L.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;41492137;VALSARTAN E IDROCLOROTIAZIDE ZENTIVA;"""160/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";ZENTIVA ITALIA S.R.L.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (320+12,5) MG - USO ORALE;C09DA03;34134181;COMBISARTAN;"""320 MG/12,5 MG COMPRESSE RIVESTITE CON FILM""28 COMPRESSE";A.MENARINI INDUSTRIE FARMACEUTICHE RIUNITE S.R.L.;9,00 €;11,00 €;2,00 €;;FQD
